"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPS"
"67","GTLM","Richard Westbrook","166","53.611","2:26:07.860","Green","Track","0.461","0.821","10.041","10.668","14.050","5.503","9.322","2.745","150.242"
"12","GTD","Townsend Bell","144","1:05.983","2:26:10.252","Green","Pit","0.477","0.849","10.212","10.911","14.269","5.571","11.793","11.901","145.202"
"48","GTD","Bryan Sellers","161","53.602","2:26:10.498","Green","Track","0.471","0.838","9.964","10.656","14.039","5.431","9.400","2.803","147.052"
"4","GTLM","Oliver Gavin","165","51.453","2:26:10.904","Green","Track","0.460","0.821","9.681","10.115","13.408","5.271","8.993","2.704","150.568"
"66","GTLM","Joey Hand","166","52.353","2:26:13.238","Green","Track","0.461","0.828","9.849","10.408","13.576","5.394","9.111","2.726","150.242"
"911","GTLM","Patrick Pilet","166","52.793","2:26:17.611","Green","Track","0.468","0.835","10.115","10.384","13.615","5.397","9.230","2.749","147.994"
"33","GTD","Jeroen Bleekemolen","162","53.479","2:26:21.807","Green","Track","0.469","0.838","10.159","10.657","13.730","5.532","9.326","2.768","147.679"
"96","GTD","Bill Auberlen","162","53.995","2:26:23.188","Green","Track","0.469","0.837","9.988","10.643","14.153","5.502","9.599","2.804","147.679"
"73","GTD","Patrick Long","162","53.526","2:26:25.548","Green","Track","0.472","0.842","9.898","10.508","14.198","5.438","9.374","2.796","146.740"
"91","GTD","Matt Campbell","162","53.315","2:26:26.058","Green","Track","0.472","0.841","9.872","10.478","13.992","5.527","9.355","2.778","146.740"
"24","GTLM","John Edwards","165","55.399","2:26:35.442","Green","Track","0.479","0.854","10.059","10.725","14.457","5.871","10.089","2.865","144.596"
"76","GTD","Paul Holton","160","55.274","2:26:36.055","Green","Track","0.476","0.850","10.338","10.713","14.750","5.725","9.590","2.832","145.507"
"57","GTD","Katherine Legge","160","55.147","2:26:36.382","Green","Track","0.474","0.850","10.285","0.000","0.000","5.715","9.554","2.824","146.121"
"25","GTLM","Connor De Phillippi","166","54.563","2:26:38.572","Green","Track","0.463","0.822","10.527","10.809","13.973","5.716","9.500","2.753","149.593"
"63","GTD","Toni Vilander","159","54.380","2:26:39.275","Green","Track","0.472","0.843","10.044","11.003","14.228","5.511","9.470","2.809","146.740"
"14","GTD","Jack Hawksworth","162","53.959","2:26:40.378","Green","Track","0.471","0.840","9.998","10.714","14.271","5.537","9.347","2.781","147.052"
"3","GTLM","Antonio Garcia","166","52.620","2:26:42.389","Green","Track","0.457","0.814","9.918","10.454","13.699","5.407","9.156","2.715","151.557"
"11","GTD","Andy Lally","162","53.326","2:26:57.879","Green","Track","0.481","0.857","9.884","10.509","13.886","5.457","9.420","2.832","143.995"
"912","GTLM","Earl Bamber","167","52.365","2:26:58.660","Green","Track","0.461","0.821","9.928","10.302","13.547","5.359","9.207","2.740","150.242"
"86","GTD","Mario Farnbacher","163","53.902","2:27:00.765","Green","Track","0.474","0.848","10.025","10.664","14.263","5.484","9.353","2.791","146.121"
"67","GTLM","Richard Westbrook","167","53.050","2:27:00.910","Green","Track","0.465","0.831","10.396","10.423","13.581","5.416","9.198","2.740","148.949"
"9","GTD","Dennis Olsen","163","54.468","2:27:02.222","Green","Track","0.472","0.855","10.870","10.652","13.931","5.471","9.414","2.803","146.740"
"4","GTLM","Oliver Gavin","166","52.423","2:27:03.327","Green","Track","0.459","0.819","9.760","10.653","13.713","5.325","8.996","2.698","150.896"
"48","GTD","Bryan Sellers","162","54.332","2:27:04.830","Green","Track","0.474","0.843","9.889","10.732","14.561","5.545","9.488","2.800","146.121"
"66","GTLM","Joey Hand","167","52.399","2:27:05.637","Green","Track","0.462","0.828","9.826","10.314","13.606","5.441","9.183","2.739","149.916"
"911","GTLM","Patrick Pilet","167","52.570","2:27:10.181","Green","Track","0.466","0.831","10.064","10.349","13.577","5.381","9.167","2.735","148.630"
"33","GTD","Jeroen Bleekemolen","163","53.756","2:27:15.563","Green","Track","0.470","0.834","10.114","10.682","13.911","5.542","9.424","2.779","147.365"
"96","GTD","Bill Auberlen","163","53.332","2:27:16.520","Green","Track","0.473","0.843","9.917","10.625","13.928","5.434","9.334","2.778","146.430"
"73","GTD","Patrick Long","163","53.057","2:27:18.605","Green","Track","0.475","0.847","9.910","10.540","13.826","5.431","9.258","2.770","145.813"
"91","GTD","Matt Campbell","163","53.355","2:27:19.413","Green","Track","0.472","0.843","9.929","10.599","13.920","5.498","9.315","2.779","146.740"
"24","GTLM","John Edwards","166","55.233","2:27:30.675","Green","Track","0.479","0.858","10.134","10.761","14.393","5.849","9.907","2.852","144.596"
"76","GTD","Paul Holton","161","54.984","2:27:31.039","Green","Track","0.478","0.852","10.344","10.920","14.370","5.667","9.527","2.826","144.898"
"57","GTD","Katherine Legge","161","55.155","2:27:31.537","Green","Track","0.477","0.858","10.486","10.847","14.084","5.939","9.642","2.822","145.202"
"25","GTLM","Connor De Phillippi","167","54.609","2:27:33.181","Green","Track","0.463","0.824","10.656","10.808","13.989","5.656","9.457","2.756","149.593"
"63","GTD","Toni Vilander","160","55.027","2:27:34.302","Green","Track","0.475","0.850","10.135","11.109","14.448","5.613","9.580","2.817","145.813"
"14","GTD","Jack Hawksworth","163","54.435","2:27:34.813","Green","Track","0.470","0.838","10.055","10.874","14.343","5.576","9.474","2.805","147.365"
"3","GTLM","Antonio Garcia","167","52.649","2:27:35.038","Green","Track","0.458","0.817","10.017","10.422","13.638","5.396","9.194","2.707","151.226"
"11","GTD","Andy Lally","163","53.437","2:27:51.316","Green","Track","0.479","0.856","9.888","10.543","13.972","5.516","9.379","2.804","144.596"
"912","GTLM","Earl Bamber","168","52.817","2:27:51.477","Green","Track","0.463","0.824","10.027","10.327","13.583","5.539","9.329","2.725","149.593"
"67","GTLM","Richard Westbrook","168","51.835","2:27:52.745","Green","Track","0.466","0.830","9.705","10.266","13.535","5.300","9.010","2.723","148.630"
"86","GTD","Mario Farnbacher","164","53.899","2:27:54.664","Green","Track","0.472","0.860","10.300","10.696","13.936","5.492","9.353","2.790","146.740"
"4","GTLM","Oliver Gavin","167","52.371","2:27:55.698","Green","Track","0.458","0.817","9.789","10.191","13.733","5.548","9.129","2.706","151.226"
"9","GTD","Dennis Olsen","164","54.232","2:27:56.454","Green","Track","0.474","0.845","10.115","10.585","14.023","5.836","9.546","2.808","146.121"
"66","GTLM","Joey Hand","168","52.762","2:27:58.399","Green","Track","0.464","0.830","9.892","10.374","13.860","5.440","9.160","2.742","149.270"
"48","GTD","Bryan Sellers","163","54.522","2:27:59.352","Green","Track","0.473","0.842","10.001","10.760","14.666","5.573","9.411","2.796","146.430"
"911","GTLM","Patrick Pilet","168","52.820","2:28:03.001","Green","Track","0.463","0.826","10.113","10.358","13.627","5.437","9.244","2.752","149.593"
"33","GTD","Jeroen Bleekemolen","164","54.281","2:28:09.844","Green","Track","0.471","0.837","10.139","10.695","13.847","5.964","9.542","2.786","147.052"
"96","GTD","Bill Auberlen","164","53.758","2:28:10.278","Green","Track","0.471","0.838","10.071","10.704","13.978","5.518","9.408","2.770","147.052"
"73","GTD","Patrick Long","164","53.349","2:28:11.954","Green","Track","0.471","0.841","10.083","10.645","13.754","5.439","9.327","2.789","147.052"
"91","GTD","Matt Campbell","164","53.581","2:28:12.994","Green","Track","0.473","0.844","9.884","10.587","14.028","5.614","9.361","2.790","146.430"
"12","GTD","Frank Montecalvo","145","2:04.708","2:28:14.960","Green","Track","0.000","0.000","14.664","12.545","14.671","5.586","9.471","2.841","0.000"
"76","GTD","Paul Holton","162","54.615","2:28:25.654","Green","Track","0.478","0.852","10.471","10.730","14.264","5.612","9.396","2.812","144.898"
"57","GTD","Katherine Legge","162","55.370","2:28:26.907","Green","Track","0.477","0.855","10.452","11.568","14.286","5.537","9.374","2.821","145.202"
"24","GTLM","John Edwards","167","57.630","2:28:28.305","Green","Track","0.487","0.894","11.124","12.132","14.590","5.690","9.818","2.895","142.220"
"25","GTLM","Connor De Phillippi","168","55.317","2:28:28.498","Green","Track","0.464","0.826","10.783","10.795","14.267","5.743","9.670","2.769","149.270"
"3","GTLM","Antonio Garcia","168","53.580","2:28:28.618","Green","Track","0.459","0.818","10.306","10.646","13.821","5.430","9.356","2.744","150.896"
"14","GTD","Jack Hawksworth","164","55.592","2:28:30.405","Green","Track","0.474","0.845","10.744","11.023","14.440","5.729","9.529","2.808","146.121"
"63","GTD","Toni Vilander","161","57.113","2:28:31.415","Green","Track","0.476","0.848","10.179","11.042","16.345","5.673","9.717","2.833","145.507"
"912","GTLM","Earl Bamber","169","53.285","2:28:44.762","Green","Track","0.461","0.821","10.261","10.434","13.689","5.616","9.254","2.749","150.242"
"67","GTLM","Richard Westbrook","169","52.636","2:28:45.381","Green","Track","0.462","0.823","9.662","10.332","13.513","5.616","9.468","2.760","149.916"
"11","GTD","Andy Lally","164","54.050","2:28:45.366","Green","Track","0.476","0.849","9.917","10.521","13.986","5.856","9.573","2.872","145.507"
"4","GTLM","Oliver Gavin","168","52.582","2:28:48.280","Green","Track","0.459","0.821","9.747","10.239","13.923","5.570","9.121","2.702","150.896"
"86","GTD","Mario Farnbacher","165","54.322","2:28:48.986","Green","Track","0.473","0.847","10.026","10.686","14.048","5.953","9.492","2.797","146.430"
"9","GTD","Dennis Olsen","165","53.719","2:28:50.173","Green","Track","0.475","0.849","10.105","10.563","13.928","5.540","9.454","2.805","145.813"
"66","GTLM","Joey Hand","169","52.593","2:28:50.992","Green","Track","0.465","0.834","9.888","10.336","13.593","5.446","9.283","2.748","148.949"
"48","GTD","Bryan Sellers","164","53.697","2:28:53.049","Green","Track","0.473","0.844","10.018","10.635","14.051","5.481","9.391","2.804","146.430"
"911","GTLM","Patrick Pilet","169","52.805","2:28:55.806","Green","Track","0.466","0.830","10.033","10.463","13.566","5.460","9.234","2.753","148.630"
"33","GTD","Jeroen Bleekemolen","165","53.856","2:29:03.700","Green","Track","0.473","0.841","10.141","10.760","13.880","5.528","9.449","2.784","146.430"
"96","GTD","Bill Auberlen","165","53.795","2:29:04.073","Green","Track","0.469","0.835","10.153","10.733","13.894","5.467","9.461","2.783","147.679"
"73","GTD","Patrick Long","165","53.408","2:29:05.362","Green","Track","0.474","0.846","9.981","10.515","13.908","5.508","9.388","2.788","146.121"
"91","GTD","Matt Campbell","165","53.902","2:29:06.896","Green","Track","0.475","0.847","9.875","10.658","14.323","5.574","9.364","2.786","145.813"
"12","GTD","Frank Montecalvo","146","54.155","2:29:09.115","Green","Track","0.480","0.857","9.980","10.887","14.132","5.537","9.469","2.813","144.295"
"76","GTD","Paul Holton","163","54.408","2:29:20.062","Green","Track","0.476","0.850","10.273","10.910","14.101","5.514","9.454","2.830","145.507"
"57","GTD","Katherine Legge","163","54.565","2:29:21.472","Green","Track","0.477","0.854","10.378","10.802","14.181","5.575","9.480","2.818","145.202"
"3","GTLM","Antonio Garcia","169","53.882","2:29:22.500","Green","Track","0.463","0.830","10.526","10.844","13.715","5.455","9.302","2.747","149.593"
"25","GTLM","Connor De Phillippi","169","55.659","2:29:24.157","Green","Track","0.465","0.824","10.919","11.092","14.167","5.728","9.668","2.796","148.949"
"24","GTLM","John Edwards","168","56.420","2:29:24.725","Green","Track","0.499","0.893","11.250","11.253","14.319","5.673","9.711","2.822","138.800"
"14","GTD","Jack Hawksworth","165","54.739","2:29:25.144","Green","Track","0.475","0.847","10.085","10.888","14.494","5.563","9.565","2.822","145.813"
"63","GTD","Toni Vilander","162","54.502","2:29:25.917","Green","Track","0.477","0.851","10.063","10.808","14.262","5.616","9.612","2.813","145.202"
"912","GTLM","Earl Bamber","170","52.525","2:29:37.287","Green","Track","0.464","0.829","10.002","10.338","13.613","5.390","9.170","2.719","149.270"
"67","GTLM","Richard Westbrook","170","52.244","2:29:37.625","Green","Track","0.467","0.833","9.764","10.362","13.474","5.376","9.221","2.747","148.311"
"11","GTD","Andy Lally","165","54.232","2:29:39.598","Green","Track","0.525","0.945","10.207","10.619","13.929","5.563","9.589","2.855","131.926"
"4","GTLM","Oliver Gavin","169","51.702","2:29:39.982","Green","Track","0.458","0.817","9.718","10.248","13.424","5.331","9.006","2.700","151.226"
"86","GTD","Mario Farnbacher","166","53.555","2:29:42.541","Green","Track","0.472","0.845","10.044","10.741","13.872","5.491","9.301","2.789","146.740"
"9","GTD","Dennis Olsen","166","53.738","2:29:43.911","Green","Track","0.475","0.847","10.083","10.644","13.883","5.519","9.477","2.810","145.813"
"66","GTLM","Joey Hand","170","53.043","2:29:44.035","Green","Track","0.464","0.830","9.894","10.513","13.740","5.496","9.365","2.741","149.270"
"48","GTD","Bryan Sellers","165","53.524","2:29:46.573","Green","Track","0.473","0.844","9.961","10.628","13.936","5.481","9.398","2.803","146.430"
"911","GTLM","Patrick Pilet","170","53.122","2:29:48.928","Green","Track","0.464","0.828","10.191","10.551","13.579","5.418","9.315","2.776","149.270"
"33","GTD","Jeroen Bleekemolen","166","53.476","2:29:57.176","Green","Track","0.470","0.837","9.998","10.587","13.806","5.544","9.449","2.785","147.365"
"96","GTD","Bill Auberlen","166","53.967","2:29:58.040","Green","Track","0.470","0.838","10.056","10.924","13.964","5.494","9.436","2.785","147.365"
"73","GTD","Patrick Long","166","53.278","2:29:58.640","Green","Track","0.473","0.843","9.952","10.599","13.755","5.438","9.420","2.798","146.430"
"91","GTD","Matt Campbell","166","53.055","2:29:59.951","Green","Track","0.473","0.845","9.958","10.500","13.791","5.477","9.247","2.764","146.430"
"12","GTD","Frank Montecalvo","147","53.527","2:30:02.642","Green","Track","0.476","0.849","9.740","10.714","14.011","5.482","9.421","2.834","145.507"
"76","GTD","Paul Holton","164","54.605","2:30:14.667","Green","Track","0.478","0.852","10.239","10.736","14.263","5.660","9.547","2.830","144.898"
"3","GTLM","Antonio Garcia","170","53.354","2:30:15.854","Green","Track","0.462","0.823","10.115","10.550","13.694","5.662","9.319","2.729","149.916"
"57","GTD","Katherine Legge","164","55.039","2:30:16.511","Green","Track","0.478","0.852","10.255","10.827","14.129","5.942","9.702","2.854","144.898"
"25","GTLM","Connor De Phillippi","170","55.563","2:30:19.720","Green","Track","0.468","0.832","10.922","10.886","14.173","5.686","9.783","2.813","147.994"
"14","GTD","Jack Hawksworth","166","54.834","2:30:19.978","Green","Track","0.477","0.850","10.343","10.970","14.339","5.584","9.460","2.811","145.202"
"63","GTD","Toni Vilander","163","54.711","2:30:20.628","Green","Track","0.473","0.849","10.141","11.108","14.297","5.508","9.523","2.812","146.430"
"24","GTLM","John Edwards","169","56.774","2:30:21.499","Green","Track","0.474","0.845","10.595","11.651","14.913","5.806","9.681","2.809","146.121"
"912","GTLM","Earl Bamber","171","52.766","2:30:30.053","Green","Track","0.461","0.821","10.038","10.442","13.624","5.390","9.249","2.741","150.242"
"67","GTLM","Richard Westbrook","171","52.742","2:30:30.367","Green","Track","0.465","0.827","9.762","10.665","13.738","5.388","9.147","2.750","148.949"
"4","GTLM","Oliver Gavin","170","52.395","2:30:32.377","Green","Track","0.459","0.818","9.966","10.522","13.507","5.343","9.060","2.720","150.896"
"11","GTD","Andy Lally","166","54.492","2:30:34.090","Green","Track","0.482","0.860","9.995","10.697","14.543","5.622","9.458","2.835","143.696"
"86","GTD","Mario Farnbacher","167","53.646","2:30:36.187","Green","Track","0.472","0.845","9.947","10.750","14.014","5.503","9.315","2.800","146.740"
"66","GTLM","Joey Hand","171","52.841","2:30:36.876","Green","Track","0.463","0.824","10.010","10.452","13.557","5.472","9.307","2.756","149.593"
"9","GTD","Dennis Olsen","167","54.415","2:30:38.326","Green","Track","0.475","0.847","10.546","10.630","14.005","5.578","9.528","2.806","145.813"
"48","GTD","Bryan Sellers","166","53.420","2:30:39.993","Green","Track","0.473","0.843","9.991","10.653","13.840","5.439","9.394","2.787","146.430"
"911","GTLM","Patrick Pilet","171","54.210","2:30:43.138","Green","Track","0.469","0.834","10.464","11.057","13.739","5.485","9.390","2.772","147.679"
